entity_id,legal_company_name,dba_name,parent_company,industry,naics_code,sic_code,executive_name,executive_title,verified_phone,verified_email,website,operational_address,city,county_region,state_province,country,employee_estimate,revenue_range,founded_date,digital_footprint_score,tech_stack,operational_bottleneck,recurring_service_dependencies,probable_vendor_spend,infrastructure_dependencies,ai_automation_opportunity,ai_opportunity_score_pct,recurring_revenue_potential,sovereign_target_tier,data_enrichment_date,source
ENT-00027,Pristine Group,Pristine Pro,Independent,Janitorial & Facilities Maintenance,561720,7349,Ashley Wright,Chief Operating Officer,(310) 288-1144,wright@pristinegrou.net,https://www.pristinegroup.com,"4909 Enterprise Ave, American Canyon, CA",American Canyon,Napa County,CA,US,151–300,$10M–$25M,2019-10-01,Moderate (41–60),"Verizon Connect, Samsara GPS, Excel",Outdated legacy software incompatible with modern integrations,"Monthly HVAC service, seasonal tune-up, annual system replacement cycle",$1M–$2.5M/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","Records digitization, OCR processing, document classification AI",58,"$5,000/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00028,CleanPro Services,N/A,Independent,Janitorial & Facilities Maintenance,561720,7349,Mark Harris,Chief Operating Officer,(310) 983-1133,harris@cleanproserv.net,https://www.cleanproservice.com,"461 Oak Ave, Oceanside, CA",Oceanside,San Diego County,CA,US,76–150,$10M–$25M,2021-06-01,Very Strong (81–100),"FieldEdge, QuickBooks Online",Manual scheduling causing double-bookings and missed appointments,"Weekly debris removal, monthly fleet maintenance, quarterly compliance audit",$75K–$150K/yr,"Relies on 3 major vendors: cleaning supply distributor, equipment leasing company, staffing agency","Accounts receivable automation, payment reminders, collections workflows",98,"$7,500/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00038,Spotless Enterprises,Spotless Services,Independent,Janitorial & Facilities Maintenance,561720,7349,Anthony Carter,Founder,(916) 484-6711,carter@spotlessente.biz,https://www.spotlessenterpr.com,"1424 Industrial Blvd, San Francisco, CA",San Francisco,San Francisco County,CA,US,1–5,$50M–$100M,2020-12-01,Weak (21–40),"Zoho CRM, FreshBooks, Trello",Financial reporting delayed 30+ days after month end,"Annual painting contract, bi-annual touch-up, monthly inspection",$2.5M+/yr,"Tied to parts supplier, refrigerant vendor, certification body","Predictive maintenance scheduling, equipment lifecycle tracking",49,"$15,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00039,Spotless Corp.,Spotless Services,Spotless Holdings Corp.,Janitorial & Facilities Maintenance,561720,7349,Kimberly Davis,Executive Director,(213) 390-9166,davis@spotlesscorp.biz,https://www.spotlesscorp.com,"4064 Main St, Elk Grove, CA",Elk Grove,Sacramento County,CA,US,301–750,$250K–$500K,2019-02-01,Weak (21–40),"FieldEdge, QuickBooks Online",No automated follow-up — losing repeat business,"Monthly HVAC service, seasonal tune-up, annual system replacement cycle",$1M–$2.5M/yr,"Relies on environmental testing lab, waste disposal vendor, regulatory consultant","Predictive maintenance scheduling, equipment lifecycle tracking",95,"$7,500/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00042,ProClean Consulting,ProClean Pro,Independent,Janitorial & Facilities Maintenance,561720,7349,Ashley Garcia,Owner,(510) 684-1622,garcia@procleancons.com,https://www.procleanconsult.com,"5744 Innovation Way, Pittsburg, CA",Pittsburg,Contra Costa County,CA,US,6–15,$50K–$250K,2020-02-01,Very Weak (0–20),"QuickBooks, Google Workspace, Jobber",No automated follow-up — losing repeat business,"Annual painting contract, bi-annual touch-up, monthly inspection",$150K–$300K/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","Automated reporting dashboards, KPI alerts, executive summaries",47,"$2,500/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00043,Apex Clean Corp.,Apex Clean Pro,Independent,Janitorial & Facilities Maintenance,561720,7349,Robert Torres,Founder,(408) 305-4773,torres@apexcleancor.co,https://www.apexcleancorp.com,"9927 Main St, Los Angeles, CA",Los Angeles,Los Angeles County,CA,US,301–750,$100M+,2020-05-01,Weak (21–40),"Sage 50, Outlook, Teams",Financial reporting delayed 30+ days after month end,"Monthly IT support, quarterly infrastructure review, annual security audit",$300K–$500K/yr,"Relies on document storage facility, scanning equipment vendor, cloud storage provider","Route optimization, fleet telemetry integration, automated dispatch",50,"$7,500/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00046,ProClean Corp.,N/A,Independent,Janitorial & Facilities Maintenance,561720,7349,Jamal Flores,General Manager,(310) 229-8965,flores@procleancorp.net,https://www.procleancorp.com,"765 Industrial Blvd, Antioch, CA",Antioch,Contra Costa County,CA,US,16–30,$100M+,2023-05-01,Strong (61–80),"Zoho CRM, FreshBooks, Trello",Manual scheduling causing double-bookings and missed appointments,"Quarterly compliance review, annual environmental audit, monthly monitoring",$500K–$1M/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","Route optimization, fleet telemetry integration, automated dispatch",88,"$7,500/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00047,Apex Clean Corp.,N/A,National Corp. Group,Janitorial & Facilities Maintenance,561720,7349,Thomas White,Director of Operations,(415) 828-7486,white@apexcleancor.co,https://www.apexcleancorp.com,"1687 Business Pkwy, Petaluma, CA",Petaluma,Sonoma County,CA,US,6–15,$50M–$100M,2024-02-01,Very Weak (0–20),"QuickBooks Desktop, email-only CRM",Manual scheduling causing double-bookings and missed appointments,"Daily freight routes, weekly fleet servicing, monthly route optimization",$500K–$1M/yr,"Relies on environmental testing lab, waste disposal vendor, regulatory consultant","Accounts receivable automation, payment reminders, collections workflows",59,"$25,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00050,Stellar Maintenance Inc.,Stellar Maintenance Services,Independent,Janitorial & Facilities Maintenance,561720,7349,Lisa Thompson,Executive Director,(650) 600-5165,thompson@stellarmaint.com,https://www.stellarmaintena.com,"7556 Innovation Way, Vacaville, CA",Vacaville,Solano County,CA,US,751–1500,$50K–$250K,2022-02-01,Very Weak (0–20),"QuickBooks, Google Workspace, Jobber",Financial reporting delayed 30+ days after month end,"Daily freight routes, weekly fleet servicing, monthly route optimization",$500K–$1M/yr,"Depends on fuel supplier, vehicle maintenance shop, insurance broker","Records digitization, OCR processing, document classification AI",57,"$5,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00053,Elite Janitorial Corp.,Elite Janitorial Pro,Independent,Janitorial & Facilities Maintenance,561720,7349,Singh Nguyen,Director of Operations,(510) 876-3590,nguyen@elitejanitor.net,https://www.elitejanitorial.com,"7926 Commerce Dr, Richmond, CA",Richmond,Contra Costa County,CA,US,16–30,$500K–$1M,2022-12-01,Moderate (41–60),"Verizon Connect, Samsara GPS, Excel",Employee onboarding takes 2+ weeks due to paper forms,"Daily freight routes, weekly fleet servicing, monthly route optimization",$300K–$500K/yr,"Depends on fuel supplier, vehicle maintenance shop, insurance broker","Compliance document generation, permit renewal alerts, audit trail automation",93,"$10,000/mo",Tier 3 — 90-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00054,Elite Janitorial Partners,N/A,Independent,Janitorial & Facilities Maintenance,561720,7349,Anthony Davis,Director of Operations,(925) 292-8297,davis@elitejanitor.co,https://www.elitejanitorial.com,"3091 Main St, Napa, CA",Napa,Napa County,CA,US,751–1500,$500K–$1M,2018-06-01,Weak (21–40),"BuilderTrend, Procore, DocuSign",Outdated legacy software incompatible with modern integrations,"Monthly AI model updates, quarterly automation review, annual system audit",$25K–$75K/yr,"Dependent on AI platform provider, data infrastructure vendor, integration partner","Route optimization, fleet telemetry integration, automated dispatch",70,"$10,000/mo",Tier 3 — 90-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00055,ProClean Partners,N/A,Independent,Janitorial & Facilities Maintenance,561720,7349,Rodriguez Wright,Managing Director,(310) 542-8337,wright@procleanpart.biz,https://www.procleanpartner.com,"6790 Harbor Blvd, Irvine, CA",Irvine,Orange County,CA,US,301–750,$50M–$100M,2022-10-01,Strong (61–80),"Microsoft 365, Dynamics 365, Power BI",Paper-based invoicing with 45+ day collection cycles,"Daily freight routes, weekly fleet servicing, monthly route optimization",$150K–$300K/yr,"Dependent on AI platform provider, data infrastructure vendor, integration partner","Compliance document generation, permit renewal alerts, audit trail automation",57,"$15,000/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00056,Premier Facilities Consulting,Premier Facilities Pro,Independent,Janitorial & Facilities Maintenance,561720,7349,Margaret Thomas,CEO,(925) 656-8914,thomas@premierfacil.com,https://www.premierfaciliti.com,"9641 Commerce Dr, Oakland, CA",Oakland,Alameda County,CA,US,1–5,$1M–$2.5M,2021-02-01,Very Strong (81–100),"SAP, Salesforce, ServiceNow",Compliance documentation done manually — audit risk,"Quarterly compliance review, annual environmental audit, monthly monitoring",$1M–$2.5M/yr,"Tied to hardware vendor, network provider, cybersecurity firm","Records digitization, OCR processing, document classification AI",45,"$7,500/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00057,Spotless Enterprises,N/A,Independent,Janitorial & Facilities Maintenance,561720,7349,Charles Mitchell,Principal,(916) 404-2912,mitchell@spotlessente.net,https://www.spotlessenterpr.com,"8127 Innovation Way, Pittsburg, CA",Pittsburg,Contra Costa County,CA,US,16–30,$500K–$1M,2019-12-01,Strong (61–80),"QuickBooks, Google Workspace, Jobber",No automated follow-up — losing repeat business,"Quarterly compliance review, annual environmental audit, monthly monitoring",$150K–$300K/yr,"Dependent on guard licensing authority, background check vendor, uniform supplier","Predictive maintenance scheduling, equipment lifecycle tracking",88,"$15,000/mo",Tier 3 — 90-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00059,Apex Clean LLC,N/A,Independent,Janitorial & Facilities Maintenance,561720,7349,Singh Young,Founder,(619) 528-6994,young@apexcleanllc.org,https://www.apexcleanllc.com,"5582 Technology Dr, Hayward, CA",Hayward,Alameda County,CA,US,6–15,$250K–$500K,2018-11-01,Strong (61–80),"Paper-based, minimal digital",No CRM — all client data in owner's personal phone,"Monthly AI model updates, quarterly automation review, annual system audit",$500K–$1M/yr,"Tied to parts supplier, refrigerant vendor, certification body","Accounts receivable automation, payment reminders, collections workflows",95,"$10,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00060,Apex Clean Solutions,N/A,Independent,Janitorial & Facilities Maintenance,561720,7349,Garcia Nelson,Chief Operating Officer,(408) 338-9092,nelson@apexcleansol.org,https://www.apexcleansoluti.com,"6371 Main St, Santa Rosa, CA",Santa Rosa,Sonoma County,CA,US,751–1500,$2.5M–$5M,2020-03-01,Weak (21–40),"NetSuite, Zendesk, Asana",Procurement done via email — no vendor comparison system,"24/7 security patrol, monthly guard rotation, quarterly threat assessment",$25K–$75K/yr,"Relies on 3 major vendors: cleaning supply distributor, equipment leasing company, staffing agency","Payroll automation, time-tracking integration, HR onboarding workflows",94,"$2,500/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00070,BrightStar Co.,N/A,National Co. Group,Janitorial & Facilities Maintenance,561720,7349,Joseph Moore,Partner,(415) 221-8556,moore@brightstarco.biz,https://www.brightstarco.com,"1025 Airport Rd, Walnut Creek, CA",Walnut Creek,Contra Costa County,CA,US,16–30,$1M–$2.5M,2018-05-01,Moderate (41–60),"Microsoft 365, Dynamics 365, Power BI",Paper-based invoicing with 45+ day collection cycles,"Monthly janitorial contract, quarterly deep clean, annual inspection",$75K–$150K/yr,"Relies on document storage facility, scanning equipment vendor, cloud storage provider","Invoice automation, scheduling optimization, customer follow-up sequences",80,"$25,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00071,Pristine Enterprises,Pristine Pro,Independent,Janitorial & Facilities Maintenance,561720,7349,David Hill,Founder,(213) 975-4087,hill@pristineente.net,https://www.pristineenterpr.com,"3832 Harbor Blvd, Glendale, CA",Glendale,Los Angeles County,CA,US,31–75,$50M–$100M,2021-05-01,Strong (61–80),"Zoho CRM, FreshBooks, Trello",No digital presence — relying on word-of-mouth only,"Quarterly compliance review, annual environmental audit, monthly monitoring",$5K–$25K/yr,"Relies on environmental testing lab, waste disposal vendor, regulatory consultant","Procurement automation, vendor comparison, contract renewal tracking",99,"$7,500/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00073,BrightStar Corp.,BrightStar Services,Independent,Janitorial & Facilities Maintenance,561720,7349,DeShawn Carter,Principal,(650) 600-4368,carter@brightstarco.co,https://www.brightstarcorp.com,"617 Business Pkwy, San Francisco, CA",San Francisco,San Francisco County,CA,US,151–300,$25M–$50M,2021-12-01,Very Weak (0–20),"FieldEdge, QuickBooks Online",Compliance documentation done manually — audit risk,"Monthly IT support, quarterly infrastructure review, annual security audit",$75K–$150K/yr,"Dependent on AI platform provider, data infrastructure vendor, integration partner","Invoice automation, scheduling optimization, customer follow-up sequences",77,"$10,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00078,Guardian Facilities Consulting,Guardian Facilities Pro,Guardian Facilities Holdings Corp.,Janitorial & Facilities Maintenance,561720,7349,Mark Thompson,Executive Director,(650) 763-4671,thompson@guardianfaci.co,https://www.guardianfacilit.com,"9430 Maple Dr, Hayward, CA",Hayward,Alameda County,CA,US,151–300,$10M–$25M,2023-11-01,Very Weak (0–20),"ServiceTitan, Google Workspace",Outdated legacy software incompatible with modern integrations,"Monthly janitorial contract, quarterly deep clean, annual inspection",$1M–$2.5M/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","Records digitization, OCR processing, document classification AI",68,"$10,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00082,BrightStar Group,N/A,Independent,Janitorial & Facilities Maintenance,561720,7349,Carlos Singh,Principal,(650) 697-3429,singh@brightstargr.net,https://www.brightstargroup.com,"8452 Commerce Dr, Benicia, CA",Benicia,Solano County,CA,US,16–30,$5M–$10M,2018-02-01,Moderate (41–60),"NetSuite, Zendesk, Asana",Procurement done via email — no vendor comparison system,"Monthly AI model updates, quarterly automation review, annual system audit",$300K–$500K/yr,"Dependent on GPS/telematics provider, fuel card network, DOT compliance firm","Compliance document generation, permit renewal alerts, audit trail automation",65,"$15,000/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00084,Spotless Enterprises,Spotless Pro,Independent,Janitorial & Facilities Maintenance,561720,7349,Michael Hill,General Manager,(415) 848-3957,hill@spotlessente.org,https://www.spotlessenterpr.com,"9288 Harbor Blvd, Santa Rosa, CA",Santa Rosa,Sonoma County,CA,US,1–5,$5M–$10M,2023-01-01,Very Strong (81–100),"FieldEdge, QuickBooks Online",Financial reporting delayed 30+ days after month end,"Quarterly records audit, annual digitization project, monthly shredding",$5K–$25K/yr,"Relies on 3 major vendors: cleaning supply distributor, equipment leasing company, staffing agency","Payroll automation, time-tracking integration, HR onboarding workflows",98,"$25,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00086,BrightStar Co.,BrightStar Services,National Co. Group,Janitorial & Facilities Maintenance,561720,7349,Chen Torres,General Manager,(213) 921-5570,torres@brightstarco.biz,https://www.brightstarco.com,"4684 Enterprise Ave, San Rafael, CA",San Rafael,Marin County,CA,US,751–1500,$5M–$10M,2021-12-01,Very Strong (81–100),"Zoho CRM, FreshBooks, Trello",Compliance documentation done manually — audit risk,"Weekly debris removal, monthly fleet maintenance, quarterly compliance audit",$75K–$150K/yr,"Dependent on guard licensing authority, background check vendor, uniform supplier","Route optimization, fleet telemetry integration, automated dispatch",98,"$5,000/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00087,Premier Facilities Co.,Premier Facilities Services,National Co. Group,Janitorial & Facilities Maintenance,561720,7349,Marcus Carter,Founder,(916) 929-8973,carter@premierfacil.org,https://www.premierfaciliti.com,"9912 Oak Ave, Citrus Heights, CA",Citrus Heights,Sacramento County,CA,US,31–75,$1M–$2.5M,2022-10-01,Moderate (41–60),"Verizon Connect, Samsara GPS, Excel",Procurement done via email — no vendor comparison system,"24/7 security patrol, monthly guard rotation, quarterly threat assessment",$25K–$75K/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","Compliance document generation, permit renewal alerts, audit trail automation",60,"$15,000/mo",Tier 3 — 90-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00088,Pristine LLC,Pristine Pro,Independent,Janitorial & Facilities Maintenance,561720,7349,Terrence Singh,Founder,(310) 601-1006,singh@pristinellc.biz,https://www.pristinellc.com,"6253 Technology Dr, Huntington Beach, CA",Huntington Beach,Orange County,CA,US,301–750,$250K–$500K,2023-12-01,Weak (21–40),"ServiceTitan, Google Workspace",Employee onboarding takes 2+ weeks due to paper forms,"Monthly HVAC service, seasonal tune-up, annual system replacement cycle",$300K–$500K/yr,"Tied to hardware vendor, network provider, cybersecurity firm","Invoice automation, scheduling optimization, customer follow-up sequences",65,"$25,000/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00092,Spotless Consulting,N/A,Independent,Janitorial & Facilities Maintenance,561720,7349,Robert Hill,President,(619) 865-9628,hill@spotlesscons.com,https://www.spotlessconsult.com,"5228 Main St, Hayward, CA",Hayward,Alameda County,CA,US,31–75,$250K–$500K,2022-05-01,Very Weak (0–20),"Oracle ERP, Workday, Tableau",No digital presence — relying on word-of-mouth only,"Weekly debris removal, monthly fleet maintenance, quarterly compliance audit",$500K–$1M/yr,"Relies on document storage facility, scanning equipment vendor, cloud storage provider","Automated reporting dashboards, KPI alerts, executive summaries",89,"$15,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00093,ProClean Industries,N/A,ProClean Holdings Corp.,Janitorial & Facilities Maintenance,561720,7349,Sarah Roberts,Partner,(408) 299-4919,roberts@procleanindu.co,https://www.procleanindustr.com,"3219 Main St, Suisun City, CA",Suisun City,Solano County,CA,US,76–150,$50M–$100M,2018-11-01,Very Weak (0–20),"Xero, HubSpot, Slack",Procurement done via email — no vendor comparison system,"Monthly AI model updates, quarterly automation review, annual system audit",$1M–$2.5M/yr,"Relies on document storage facility, scanning equipment vendor, cloud storage provider","Compliance document generation, permit renewal alerts, audit trail automation",68,"$7,500/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00094,Apex Clean Inc.,Apex Clean Pro,Independent,Janitorial & Facilities Maintenance,561720,7349,Barbara Harris,Principal,(415) 823-5770,harris@apexcleaninc.co,https://www.apexcleaninc.com,"1176 Washington Blvd, San Francisco, CA",San Francisco,San Francisco County,CA,US,6–15,$25M–$50M,2023-08-01,Moderate (41–60),"Microsoft 365, Dynamics 365, Power BI",Outdated legacy software incompatible with modern integrations,"Monthly HVAC service, seasonal tune-up, annual system replacement cycle",$75K–$150K/yr,"Relies on environmental testing lab, waste disposal vendor, regulatory consultant","Bid response automation, RFP parsing, proposal assembly",67,"$10,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
