entity_id,legal_company_name,dba_name,parent_company,industry,naics_code,sic_code,executive_name,executive_title,verified_phone,verified_email,website,operational_address,city,county_region,state_province,country,employee_estimate,revenue_range,founded_date,digital_footprint_score,tech_stack,operational_bottleneck,recurring_service_dependencies,probable_vendor_spend,infrastructure_dependencies,ai_automation_opportunity,ai_opportunity_score_pct,recurring_revenue_potential,sovereign_target_tier,data_enrichment_date,source
ENT-00669,Atlas IT Industries,N/A,Independent,IT Infrastructure & Managed Services,541513,7374,Darnell Nelson,Partner,(604) 691-9509,nelson@atlasitindus.org,https://www.atlasitindustri.com,"8208 Harbor Blvd, Vancouver, BC",Vancouver,Metro Vancouver,BC,CA,31–75,$1M–$2.5M,2020-11-01,Strong (61–80),"ServiceTitan, Google Workspace",Manual payroll processing with frequent errors,"Annual painting contract, bi-annual touch-up, monthly inspection",$300K–$500K/yr,"Tied to hardware vendor, network provider, cybersecurity firm","Compliance document generation, permit renewal alerts, audit trail automation",99,"$25,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00731,Summit Environmental Systems,N/A,Independent,Environmental Compliance & Remediation,562910,8711,Dorothy Moore,CEO,(954) 251-3081,moore@summitenviro.co,https://www.summitenvironme.com,"3578 Airport Rd, Miami, FL",Miami,Miami-Dade County,FL,US,1500+,$500K–$1M,2020-10-01,Weak (21–40),"QuickBooks Desktop, email-only CRM",Outdated legacy software incompatible with modern integrations,"24/7 security patrol, monthly guard rotation, quarterly threat assessment",$2.5M+/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","Payroll automation, time-tracking integration, HR onboarding workflows",99,"$10,000/mo",Tier 3 — 90-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00749,ProEnviro Enterprises,N/A,Independent,Environmental Compliance & Remediation,562910,8711,Thomas Davis,Owner,(925) 969-6633,davis@proenviroent.co,https://www.proenviroenterp.com,"4959 Business Pkwy, Santa Rosa, CA",Santa Rosa,Sonoma County,CA,US,151–300,$10M–$25M,2022-12-01,Weak (21–40),"FieldEdge, QuickBooks Online",Outdated legacy software incompatible with modern integrations,"Monthly janitorial contract, quarterly deep clean, annual inspection",$1M–$2.5M/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","Automated reporting dashboards, KPI alerts, executive summaries",99,"$2,500/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00872,Titan Guard Co.,N/A,Independent,Security Services & Guard Staffing,561612,7382,Robert Patel,General Manager,(678) 251-9471,patel@titanguardco.biz,https://www.titanguardco.com,"8537 Innovation Way, Roswell, GA",Roswell,Fulton County,GA,US,6–15,$2.5M–$5M,2020-04-01,Very Strong (81–100),"QuickBooks Desktop, email-only CRM",Employee onboarding takes 2+ weeks due to paper forms,"Annual painting contract, bi-annual touch-up, monthly inspection",$25K–$75K/yr,"Dependent on GPS/telematics provider, fuel card network, DOT compliance firm","Bid response automation, RFP parsing, proposal assembly",99,"$5,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00891,Summit Security Corp.,N/A,National Corp. Group,Security Services & Guard Staffing,561612,7382,Nguyen Taylor,President,(619) 603-6338,taylor@summitsecuri.com,https://www.summitsecurityc.com,"9083 Commerce Dr, Citrus Heights, CA",Citrus Heights,Sacramento County,CA,US,151–300,$250K–$500K,2021-07-01,Strong (61–80),"Paper-based, minimal digital",Outdated legacy software incompatible with modern integrations,"Monthly janitorial contract, quarterly deep clean, annual inspection",$500K–$1M/yr,"Relies on 3 major vendors: cleaning supply distributor, equipment leasing company, staffing agency","Automated reporting dashboards, KPI alerts, executive summaries",99,"$7,500/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00924,Precision Mechanical Enterprises,N/A,Independent,HVAC & Mechanical Services,238220,1711,Jamal Patel,VP of Business Development,(650) 517-5783,patel@precisionmec.biz,https://www.precisionmechan.com,"3035 Main St, Petaluma, CA",Petaluma,Sonoma County,CA,US,16–30,$10M–$25M,2019-04-01,Strong (61–80),"Sage 50, Outlook, Teams",Manual payroll processing with frequent errors,"Annual painting contract, bi-annual touch-up, monthly inspection",$500K–$1M/yr,"Tied to parts supplier, refrigerant vendor, certification body","Bid response automation, RFP parsing, proposal assembly",99,"$5,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00936,Vanguard HVAC Industries,Vanguard HVAC Services,Independent,HVAC & Mechanical Services,238220,1711,Darnell Nguyen,Chief Operating Officer,(916) 261-6726,nguyen@vanguardhvac.co,https://www.vanguardhvacind.com,"8963 Business Pkwy, Novato, CA",Novato,Marin County,CA,US,16–30,$2.5M–$5M,2020-05-01,Very Weak (0–20),"BuilderTrend, Procore, DocuSign",Manual scheduling causing double-bookings and missed appointments,"Monthly IT support, quarterly infrastructure review, annual security audit",$1M–$2.5M/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","AI-powered lead scoring, CRM enrichment, automated proposal generation",99,"$2,500/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00984,Precision Mechanical Consulting,N/A,Independent,HVAC & Mechanical Services,238220,1711,Robert Green,Managing Director,(916) 806-9498,green@precisionmec.biz,https://www.precisionmechan.com,"177 Lincoln Ave, Torrance, CA",Torrance,Los Angeles County,CA,US,1–5,$10M–$25M,2024-07-01,Weak (21–40),"Custom legacy system, Excel-heavy",Manual scheduling causing double-bookings and missed appointments,"Monthly AI model updates, quarterly automation review, annual system audit",$300K–$500K/yr,"Relies on environmental testing lab, waste disposal vendor, regulatory consultant","Compliance document generation, permit renewal alerts, audit trail automation",99,"$25,000/mo",Tier 3 — 90-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-01096,Vanguard Electric Partners,N/A,Independent,Electrical Contracting,238210,1731,Nancy Carter,President,(214) 408-4193,carter@vanguardelec.co,https://www.vanguardelectri.com,"1738 Airport Rd, Houston, TX",Houston,Harris County,TX,US,6–15,$500K–$1M,2021-01-01,Moderate (41–60),"Microsoft 365, Dynamics 365, Power BI",No CRM — all client data in owner's personal phone,"Weekly debris removal, monthly fleet maintenance, quarterly compliance audit",$500K–$1M/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","Predictive maintenance scheduling, equipment lifecycle tracking",99,"$25,000/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-01147,Apex Grounds Associates,N/A,Independent,Landscaping & Grounds Maintenance,561730,0782,James Anderson,Owner,(213) 648-1111,anderson@apexgroundsa.biz,https://www.apexgroundsasso.com,"6748 Oak Ave, San Francisco, CA",San Francisco,San Francisco County,CA,US,6–15,$50K–$250K,2018-02-01,Moderate (41–60),"QuickBooks, Google Workspace, Jobber",Paper-based invoicing with 45+ day collection cycles,"Daily freight routes, weekly fleet servicing, monthly route optimization",$25K–$75K/yr,"Dependent on guard licensing authority, background check vendor, uniform supplier","Automated reporting dashboards, KPI alerts, executive summaries",99,"$5,000/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-01209,Precision Pest Group,N/A,Independent,Pest Control & Sanitation,561710,7342,Sarah Flores,Chief Operating Officer,(303) 906-4958,flores@precisionpes.co,https://www.precisionpestgr.com,"9408 Commerce Dr, Denver, CO",Denver,Denver County,CO,US,751–1500,$100M+,2021-02-01,Very Strong (81–100),"FieldEdge, QuickBooks Online",Procurement done via email — no vendor comparison system,"Monthly janitorial contract, quarterly deep clean, annual inspection",$300K–$500K/yr,"Tied to hardware vendor, network provider, cybersecurity firm","Automated reporting dashboards, KPI alerts, executive summaries",99,"$7,500/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-01367,Vanguard Plumbing Industries,Vanguard Plumbing Pro,Vanguard Plumbing Holdings Corp.,Plumbing & Water Systems,238220,1711,Ashley Taylor,VP of Business Development,(480) 925-3423,taylor@vanguardplum.net,https://www.vanguardplumbin.com,"833 Market St, Chandler, AZ",Chandler,Maricopa County,AZ,US,6–15,$10M–$25M,2020-08-01,Strong (61–80),"BuilderTrend, Procore, DocuSign",Employee onboarding takes 2+ weeks due to paper forms,"Quarterly compliance review, annual environmental audit, monthly monitoring",$25K–$75K/yr,"Tied to hardware vendor, network provider, cybersecurity firm","Records digitization, OCR processing, document classification AI",99,"$10,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-01374,Clarity Water Consulting,N/A,Independent,Plumbing & Water Systems,238220,1711,Jessica Martin,Founder,(310) 765-8388,martin@claritywater.com,https://www.claritywatercon.com,"5480 Harbor Blvd, Napa, CA",Napa,Napa County,CA,US,16–30,$50M–$100M,2022-02-01,Moderate (41–60),"NetSuite, Zendesk, Asana",Financial reporting delayed 30+ days after month end,"Monthly janitorial contract, quarterly deep clean, annual inspection",$500K–$1M/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","Records digitization, OCR processing, document classification AI",99,"$2,500/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-01456,ProBuild Systems,ProBuild Pro,Independent,Construction & General Contracting,236220,1542,Jessica Singh,General Manager,(916) 358-1394,singh@probuildsyst.biz,https://www.probuildsystems.com,"1290 Industrial Blvd, Rohnert Park, CA",Rohnert Park,Sonoma County,CA,US,31–75,$1M–$2.5M,2021-08-01,Strong (61–80),"FieldEdge, QuickBooks Online",No CRM — all client data in owner's personal phone,"Monthly janitorial contract, quarterly deep clean, annual inspection",$500K–$1M/yr,"Dependent on GPS/telematics provider, fuel card network, DOT compliance firm","Predictive maintenance scheduling, equipment lifecycle tracking",99,"$25,000/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-01603,Vanguard Financial Enterprises,N/A,Independent,Accounting & Financial Services,541211,8721,Darnell Campbell,Partner,(0161) 538-6754,campbell@vanguardfina.co,https://www.vanguardfinanci.com,"6997 Harbor Blvd, Croydon, ENG",Croydon,Greater London,ENG,UK,6–15,$100M+,2019-07-01,Very Weak (0–20),"Paper-based, minimal digital",Financial reporting delayed 30+ days after month end,"Quarterly records audit, annual digitization project, monthly shredding",$300K–$500K/yr,"Depends on fuel supplier, vehicle maintenance shop, insurance broker","Records digitization, OCR processing, document classification AI",99,"$25,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-01705,Titan Compliance Consulting,N/A,Independent,Legal & Compliance Services,541110,8111,Terrence Carter,VP of Business Development,(02) 659-8799,carter@titancomplia.org,https://www.titancompliance.com,"9038 Technology Dr, Sydney, NSW",Sydney,Greater Sydney,NSW,AU,1500+,$5M–$10M,2019-02-01,Very Strong (81–100),"Zoho CRM, FreshBooks, Trello",Employee onboarding takes 2+ weeks due to paper forms,"Monthly AI model updates, quarterly automation review, annual system audit",$5K–$25K/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","Automated reporting dashboards, KPI alerts, executive summaries",99,"$10,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-01872,Vanguard Digital Services,N/A,Independent,Marketing & Digital Services,541810,7311,Christopher Flores,Executive Director,(020) 526-4930,flores@vanguarddigi.net,https://www.vanguarddigital.com,"217 Maple Dr, Birmingham, ENG",Birmingham,West Midlands,ENG,UK,6–15,$25M–$50M,2022-10-01,Moderate (41–60),"Sage 50, Outlook, Teams",Paper-based invoicing with 45+ day collection cycles,"Annual painting contract, bi-annual touch-up, monthly inspection",$25K–$75K/yr,"Relies on document storage facility, scanning equipment vendor, cloud storage provider","Invoice automation, scheduling optimization, customer follow-up sequences",99,"$25,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-01983,Guardian Medical Services,N/A,Independent,Healthcare Facility Services,621999,8049,Barbara Roberts,Partner,(415) 901-7665,roberts@guardianmedi.org,https://www.guardianmedical.com,"7325 Commerce Dr, Martinez, CA",Martinez,Contra Costa County,CA,US,301–750,$10M–$25M,2018-04-01,Moderate (41–60),"QuickBooks Desktop, email-only CRM",Financial reporting delayed 30+ days after month end,"Monthly AI model updates, quarterly automation review, annual system audit",$300K–$500K/yr,"Tied to hardware vendor, network provider, cybersecurity firm","Route optimization, fleet telemetry integration, automated dispatch",99,"$10,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00028,CleanPro Services,N/A,Independent,Janitorial & Facilities Maintenance,561720,7349,Mark Harris,Chief Operating Officer,(310) 983-1133,harris@cleanproserv.net,https://www.cleanproservice.com,"461 Oak Ave, Oceanside, CA",Oceanside,San Diego County,CA,US,76–150,$10M–$25M,2021-06-01,Very Strong (81–100),"FieldEdge, QuickBooks Online",Manual scheduling causing double-bookings and missed appointments,"Weekly debris removal, monthly fleet maintenance, quarterly compliance audit",$75K–$150K/yr,"Relies on 3 major vendors: cleaning supply distributor, equipment leasing company, staffing agency","Accounts receivable automation, payment reminders, collections workflows",98,"$7,500/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00069,Pristine LLC,N/A,Independent,Janitorial & Facilities Maintenance,561720,7349,Sandra Thompson,Principal,(734) 757-9629,thompson@pristinellc.biz,https://www.pristinellc.com,"5064 Innovation Way, Detroit, MI",Detroit,Wayne County,MI,US,301–750,$10M–$25M,2021-12-01,Very Strong (81–100),"ServiceTitan, Google Workspace",Financial reporting delayed 30+ days after month end,"Monthly AI model updates, quarterly automation review, annual system audit",$25K–$75K/yr,"Dependent on GPS/telematics provider, fuel card network, DOT compliance firm","Invoice automation, scheduling optimization, customer follow-up sequences",98,"$15,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00084,Spotless Enterprises,Spotless Pro,Independent,Janitorial & Facilities Maintenance,561720,7349,Michael Hill,General Manager,(415) 848-3957,hill@spotlessente.org,https://www.spotlessenterpr.com,"9288 Harbor Blvd, Santa Rosa, CA",Santa Rosa,Sonoma County,CA,US,1–5,$5M–$10M,2023-01-01,Very Strong (81–100),"FieldEdge, QuickBooks Online",Financial reporting delayed 30+ days after month end,"Quarterly records audit, annual digitization project, monthly shredding",$5K–$25K/yr,"Relies on 3 major vendors: cleaning supply distributor, equipment leasing company, staffing agency","Payroll automation, time-tracking integration, HR onboarding workflows",98,"$25,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00086,BrightStar Co.,BrightStar Services,National Co. Group,Janitorial & Facilities Maintenance,561720,7349,Chen Torres,General Manager,(213) 921-5570,torres@brightstarco.biz,https://www.brightstarco.com,"4684 Enterprise Ave, San Rafael, CA",San Rafael,Marin County,CA,US,751–1500,$5M–$10M,2021-12-01,Very Strong (81–100),"Zoho CRM, FreshBooks, Trello",Compliance documentation done manually — audit risk,"Weekly debris removal, monthly fleet maintenance, quarterly compliance audit",$75K–$150K/yr,"Dependent on guard licensing authority, background check vendor, uniform supplier","Route optimization, fleet telemetry integration, automated dispatch",98,"$5,000/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00299,Shield Coatings Industries,N/A,Independent,Industrial Painting & Coatings,238320,1731,Christopher Patel,Executive Director,(619) 363-6377,patel@shieldcoatin.org,https://www.shieldcoatingsi.com,"4936 Main St, Dixon, CA",Dixon,Solano County,CA,US,151–300,$50M–$100M,2018-02-01,Strong (61–80),"QuickBooks, Google Workspace, Jobber",Compliance documentation done manually — audit risk,"Quarterly compliance review, annual environmental audit, monthly monitoring",$150K–$300K/yr,"Depends on fuel supplier, vehicle maintenance shop, insurance broker","Payroll automation, time-tracking integration, HR onboarding workflows",98,"$2,500/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00346,Atlas Transport Group,Atlas Transport Services,Atlas Transport Holdings Corp.,Fleet Logistics & Transportation,484110,4213,Margaret Wilson,Director of Operations,(647) 384-5469,wilson@atlastranspo.biz,https://www.atlastransportg.com,"8346 Main St, Brampton, ON",Brampton,Greater Toronto Area,ON,CA,16–30,$25M–$50M,2018-05-01,Strong (61–80),"QuickBooks Desktop, email-only CRM",Fleet dispatched via phone calls — no real-time visibility,"Weekly debris removal, monthly fleet maintenance, quarterly compliance audit",$2.5M+/yr,"Tied to paint manufacturer, equipment rental, safety compliance vendor","Payroll automation, time-tracking integration, HR onboarding workflows",98,"$5,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00369,Velocity Logistics Systems,N/A,Independent,Fleet Logistics & Transportation,484110,4213,Ashley Jackson,CEO,(650) 809-6664,jackson@velocitylogi.net,https://www.velocitylogisti.com,"3128 Commerce Dr, Oceanside, CA",Oceanside,San Diego County,CA,US,31–75,$100M+,2021-06-01,Very Weak (0–20),"ServiceTitan, Google Workspace",Manual scheduling causing double-bookings and missed appointments,"Monthly AI model updates, quarterly automation review, annual system audit",$1M–$2.5M/yr,"Tied to hardware vendor, network provider, cybersecurity firm","Procurement automation, vendor comparison, contract renewal tracking",98,"$25,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00400,Apex Transport Consulting,Apex Transport Services,National Consulting Group,Fleet Logistics & Transportation,484110,4213,Rodriguez Rivera,General Manager,(916) 635-9224,rivera@apextranspor.com,https://www.apextransportco.com,"1178 Technology Dr, Santa Rosa, CA",Santa Rosa,Sonoma County,CA,US,1500+,$500K–$1M,2018-12-01,Very Weak (0–20),"Custom legacy system, Excel-heavy",Outdated legacy software incompatible with modern integrations,"Quarterly records audit, annual digitization project, monthly shredding",$75K–$150K/yr,"Dependent on AI platform provider, data infrastructure vendor, integration partner","Payroll automation, time-tracking integration, HR onboarding workflows",98,"$2,500/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00482,Clarity Archives Group,N/A,Independent,Records Management & Digitization,493110,7374,Martinez Patel,Partner,(03) 648-6653,patel@clarityarchi.biz,https://www.clarityarchives.com,"384 Lincoln Ave, Geelong, VIC",Geelong,Greater Melbourne,VIC,AU,1–5,$2.5M–$5M,2020-06-01,Very Strong (81–100),"Sage 50, Outlook, Teams",Manual scheduling causing double-bookings and missed appointments,"Quarterly compliance review, annual environmental audit, monthly monitoring",$5K–$25K/yr,"Relies on 3 major vendors: cleaning supply distributor, equipment leasing company, staffing agency","Records digitization, OCR processing, document classification AI",98,"$10,000/mo",Tier 2 — 30-Day Pipeline,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00532,Summit Intelligence Solutions,N/A,Independent,AI & Automation Consulting,541512,7372,Patricia Hill,Partner,(416) 742-9863,hill@summitintell.biz,https://www.summitintellige.com,"3370 Technology Dr, Brampton, ON",Brampton,Greater Toronto Area,ON,CA,1–5,$500K–$1M,2023-11-01,Very Strong (81–100),"Oracle ERP, Workday, Tableau",Outdated legacy software incompatible with modern integrations,"Monthly janitorial contract, quarterly deep clean, annual inspection",$1M–$2.5M/yr,"Tied to hardware vendor, network provider, cybersecurity firm","Records digitization, OCR processing, document classification AI",98,"$15,000/mo",Tier 1 — Immediate Target,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
ENT-00562,Quantum Systems Associates,N/A,Quantum Systems Holdings Corp.,AI & Automation Consulting,541512,7372,Marcus Williams,VP of Business Development,(415) 624-6073,williams@quantumsyste.biz,https://www.quantumsystemsa.com,"4293 Harbor Blvd, San Rafael, CA",San Rafael,Marin County,CA,US,16–30,$50M–$100M,2019-12-01,Very Weak (0–20),"Paper-based, minimal digital",No digital presence — relying on word-of-mouth only,"Annual painting contract, bi-annual touch-up, monthly inspection",$150K–$300K/yr,"Relies on document storage facility, scanning equipment vendor, cloud storage provider","Compliance document generation, permit renewal alerts, audit trail automation",98,"$10,000/mo",Tier 4 — Watch List,2026-05-29,Prime Pathwy Entity Intelligence Engine v2.0
